,equity
2006-10-31,83048.25644758008
2006-11-01,82341.26925117431
2006-11-02,82671.57078182643
2006-11-03,81419.46959045551
2006-11-06,85335.10941394418
2006-11-07,88603.31065748769
2006-11-08,90104.29078165082
2006-11-09,85038.70606289954
2006-11-10,88789.94090655573
2006-11-13,87855.62621445858
2006-11-14,88494.79858997768
2006-11-15,85165.74941853259
2006-11-16,87160.65906869664
2006-11-17,87250.93688756069
2006-11-20,89289.87490271784
2006-11-21,89796.08943420641
2006-11-22,90447.0155077312
2006-11-24,89371.90125256409
2006-11-27,83958.66149923652
2006-11-28,84322.15953698527
2006-11-29,85775.93888444487
2006-11-30,86276.45924885149
2006-12-01,84109.68128632572
2006-12-04,86789.97787759473
2006-12-05,87248.78295234358
2006-12-06,87820.32848831125
2006-12-07,94608.83653134562
2006-12-08,95301.36076720199
2006-12-11,96339.80684599435
2006-12-12,96374.4084632268
2006-12-13,97361.49505003801
2006-12-14,98971.67701850878
2006-12-15,99817.36825394005
2006-12-18,97532.02260126277
2006-12-19,99267.98376530118
2006-12-20,97551.55925556117
2006-12-21,95792.8660317557
2006-12-22,94456.63246750171
2006-12-26,94347.41523587493
2006-12-27,95934.96797887314
2006-12-28,95226.29729004375
2006-12-29,94563.19483226477
2007-01-03,95454.22967952235
2007-01-04,96667.04362174642
2007-01-05,93432.39382548354
2007-01-08,94042.9717767062
2007-01-09,96861.1809770786
2007-01-10,96777.51586888483
2007-01-11,96772.56085971413
2007-01-12,97095.75509109456
2007-01-16,98088.91232719201
2007-01-17,97213.97229575535
2007-01-18,92328.42890184087
2007-01-19,95274.06162355866
2007-01-22,91792.88139147214
2007-01-23,91761.8234350259
2007-01-24,96005.74432078532
2007-01-25,94130.7363414333
2007-01-26,95595.77640440321
2007-01-29,97578.47572178932
2007-01-30,99287.9970263758
2007-01-31,100086.63277327965
2007-02-01,98324.08526412836
2007-02-02,98417.8235855715
2007-02-05,100107.82409006362
2007-02-06,98843.56235970046
2007-02-07,103312.05619440493
2007-02-08,103575.49404833051
2007-02-09,101203.46632944653
2007-02-12,99407.59522201306
2007-02-13,100888.64604843914
2007-02-14,106076.49565160027
2007-02-15,106307.91587660476
2007-02-16,102377.69284748
2007-02-20,103468.3776120977
2007-02-21,102778.61887572292
2007-02-22,103487.54651186209
2007-02-23,100655.57933109069
2007-02-26,94581.8992823061
2007-02-27,87418.05501263015
2007-02-28,87548.13088585348
2007-03-01,87315.91240638043
2007-03-02,82512.08035023136
2007-03-05,78563.17646471219
2007-03-06,79065.99502775061
2007-03-07,83345.04531843784
2007-03-08,87049.36624588813
2007-03-09,85467.31116653928
2007-03-12,85320.54370050378
2007-03-13,79906.47538188103
2007-03-14,79529.9921109464
2007-03-15,81183.65244147727
2007-03-16,82018.83510977282
2007-03-19,84439.77122439611
2007-03-20,88445.8391737469
2007-03-21,93966.4651719573
2007-03-22,91495.07297807506
2007-03-23,90396.40241757958
2007-03-26,90500.16019105005
2007-03-27,86909.80549102217
2007-03-28,84267.33143583151
2007-03-29,84495.67847117507
2007-03-30,83141.50456290573
2007-04-02,84552.52139796033
2007-04-03,87215.43944250887
2007-04-04,87021.42143040763
2007-04-05,87637.30540767069
2007-04-09,90449.96946079076
2007-04-10,89354.66113259913
2007-04-11,87711.62544229899
2007-04-12,89351.49666911266
2007-04-13,92042.80709308716
2007-04-16,91515.95975239106
2007-04-17,90078.20377175143
2007-04-18,93137.68441439433
2007-04-19,91548.01123026841
2007-04-20,92138.22050756266
2007-04-23,91576.67184774524
2007-04-24,92584.65971390402
2007-04-25,95525.43163197227
2007-04-26,91436.28984653002
2007-04-27,89846.22902453716
2007-04-30,86867.37832351802
2007-05-01,86814.31759437395
2007-05-02,92446.42925565974
2007-05-03,88521.61886109757
2007-05-04,87260.8997582452
2007-05-07,86503.4410481004
2007-05-08,84260.6401890098
2007-05-09,83498.65427907046
2007-05-10,79702.6299541536
2007-05-11,80276.01008211283
2007-05-14,79256.43479175204
2007-05-15,77432.6800316749
2007-05-16,78687.52326652508
2007-05-17,78183.63649106972
2007-05-18,79502.16709065587
2007-05-21,82444.49805488443
2007-05-22,82181.13365582509
2007-05-23,82324.57361231431
2007-05-24,79540.18779215726
2007-05-25,78279.9427413107
2007-05-29,79384.44165764493
2007-05-30,76962.08608113525
2007-05-31,78096.08762290028
2007-06-01,81063.19729632452
2007-06-04,81253.76387584077
2007-06-05,84058.6336867594
2007-06-06,82067.89012588082
2007-06-07,79126.09996102264
2007-06-08,80034.61786634993
2007-06-11,81749.15498850375
2007-06-12,79990.96324045435
2007-06-13,83679.69106112793
2007-06-14,85076.45998296143
2007-06-15,86357.31354274445
2007-06-18,86113.2633222718
2007-06-19,87600.123277914
2007-06-20,85907.14174268019
2007-06-21,90471.5635158221
2007-06-22,89140.29923715157
2007-06-25,87783.36393031076
2007-06-26,87006.46399011595
2007-06-27,90376.79278033461
2007-06-28,89832.16158478188
2007-06-29,90102.34473250118
2007-07-02,93417.10416763023
2007-07-03,93356.94979871603
2007-07-05,94334.44450277559
2007-07-06,96932.08154059945
2007-07-09,99959.41083796372
2007-07-10,98829.95160749638
2007-07-11,99917.42204388762
2007-07-12,101902.86445914123
2007-07-13,101166.65853372207
2007-07-16,99063.75854704305
2007-07-17,101898.49969742903
2007-07-18,101164.41519348987
2007-07-19,103406.83716098718
2007-07-20,170341.9667500049
2007-07-23,174846.69462418385
2007-07-24,172576.5157186601
2007-07-25,171182.63242603623
2007-07-26,171715.4687094957
2007-07-27,172304.9250889879
2007-07-30,178285.38508911026
2007-07-31,176939.4772151002
2007-08-01,186988.64388847467
2007-08-02,192625.0052078477
2007-08-03,193421.1049085333
2007-08-06,191526.04691644665
2007-08-07,195170.1707324322
2007-08-08,198864.5131754511
2007-08-09,197240.69469935953
2007-08-10,194459.27239999545
2007-08-13,195939.8082184681
2007-08-14,188123.60981559876
2007-08-15,186676.00773810688
2007-08-16,185170.4475444682
2007-08-17,187855.98325385933
2007-08-20,187022.14124423577
2007-08-21,187093.08377179125
2007-08-22,188584.5463315318
2007-08-23,187760.50953782955
2007-08-24,189369.20914326105
2007-08-27,188227.5580546379
2007-08-28,186679.94917553416
2007-08-29,191050.6993324726
2007-08-30,191707.27352895346
2007-08-31,193573.6427816983
2007-09-04,195940.92987643942
2007-09-05,194801.7337378863
2007-09-06,197374.4021771281
2007-09-07,193944.23212392925
2007-09-10,192939.48951785365
2007-09-11,195263.63009804752
2007-09-12,195453.3950121188
2007-09-13,195164.3544512687
2007-09-14,194792.9833233998
2007-09-17,193951.82869883243
2007-09-18,199616.49604099727
2007-09-19,200431.04656763663
2007-09-20,198772.60090724635
2007-09-21,196393.0337272152
2007-09-24,206635.6613237339
2007-09-25,213218.26038742586
2007-09-26,210270.01320703956
2007-09-27,216470.18376643292
2007-09-28,213625.73396238612
2007-10-01,193712.7795112054
2007-10-02,182185.53768815642
2007-10-03,176456.3801851446
2007-10-04,183483.75693295948
2007-10-05,187749.9666718077
2007-10-08,195108.35441161442
2007-10-09,200052.6546007351
2007-10-10,199811.09444639191
2007-10-11,196093.65927261507
2007-10-12,203537.66283455427
2007-10-15,201072.4051556765
2007-10-16,200769.48521776695
2007-10-17,202290.88825121766
2007-10-18,205417.1317763606
2007-10-19,197308.10059342303
2007-10-22,205299.12480416673
2007-10-23,213514.981104959
2007-10-24,215435.80820510688
2007-10-25,209930.8100818048
2007-10-26,208453.79913812465
2007-10-29,218416.75927070485
2007-10-30,213533.67918047024
2007-10-31,194407.3966194545
2007-11-01,184533.63516183864
2007-11-02,182465.83262228582
2007-11-05,178023.50530809406
2007-11-06,185325.94795310547
2007-11-07,170861.46505932303
2007-11-08,166350.12281317866
2007-11-09,166561.89272066156
2007-11-12,161561.9434190865
2007-11-13,166543.53129431698
2007-11-14,161076.07612709215
2007-11-15,153405.56542859608
2007-11-16,153338.01453759524
2007-11-19,149325.2963527548
2007-11-20,149393.64581742702
2007-11-21,147065.50796184855
2007-11-23,147730.50235731105
2007-11-26,147474.53670111272
2007-11-27,151768.68224227367
2007-11-28,160755.40015844972
2007-11-29,160018.60661295932
2007-11-30,161775.37025087356
2007-12-03,161937.44177015463
2007-12-04,161137.26429809118
2007-12-05,163463.22208252107
2007-12-06,167230.0811192584
2007-12-07,169820.98409590404
2007-12-10,171703.6780238984
2007-12-11,166386.66305659263
2007-12-12,169393.81391937044
2007-12-13,168828.0481109465
2007-12-14,170503.6351848831
2007-12-17,160120.26103643005
2007-12-18,164848.53295481272
2007-12-19,165391.4517280618
2007-12-20,166795.31879782263
2007-12-21,166877.44273437266
2007-12-24,169411.50830958615
2007-12-26,169873.2526473099
2007-12-27,168049.97955659425
2007-12-28,166623.19023673274
2007-12-31,165911.66140112118
2008-01-02,166228.92839227442
2008-01-03,165440.70775729974
2008-01-04,159232.88905208366
2008-01-07,157375.355853974
2008-01-08,146811.53181681386
2008-01-09,143784.08433741092
2008-01-10,145420.1171651038
2008-01-11,143180.2902140528
2008-01-14,144626.036752021
2008-01-15,140674.378701171
2008-01-16,144450.92569852638
2008-01-17,142863.49545471673
2008-01-18,143193.96519831993
2008-01-22,143250.91420855082
2008-01-23,141723.36121572158
2008-01-24,158066.37942752536
2008-01-25,155212.4484732841
2008-01-28,152199.05886839787
2008-01-29,144566.0172825972
2008-01-30,140373.15589128083
2008-01-31,148573.6284679843
2008-02-01,144728.53439112677
2008-02-04,145733.00896285407
2008-02-05,138745.539432477
2008-02-06,130073.28642873783
2008-02-07,130913.18315731925
2008-02-08,131504.91361455753
2008-02-11,136222.3666770363
2008-02-12,135768.63783839115
2008-02-13,141387.06529567202
2008-02-14,142557.52983509577
2008-02-15,140716.59719699423
2008-02-19,136468.24501538224
2008-02-20,136631.9283028819
2008-02-21,134965.64141259427
2008-02-22,135595.2630628676
2008-02-25,134336.8857371733
2008-02-26,133136.15935310605
2008-02-27,141097.49316082874
2008-02-28,139065.16828510788
2008-02-29,138480.6940527016
2008-03-03,134687.07138051704
2008-03-04,136678.96553876993
2008-03-05,135306.90594387165
2008-03-06,135377.11404814135
2008-03-07,135558.3182200153
2008-03-10,132418.91676719012
2008-03-11,136415.59844466063
2008-03-12,138841.55701817415
2008-03-13,142363.097163389
2008-03-14,141741.472840584
2008-03-17,140696.31963766416
2008-03-18,145610.49641797994
2008-03-19,144617.94802036037
2008-03-20,147530.49332633076
2008-03-24,155955.27269863908
2008-03-25,155568.9470612385
2008-03-26,154989.4984333331
2008-03-27,154286.32633975125
2008-03-28,154571.32209555976
2008-03-31,152186.2509913396
2008-04-01,156622.75807136757
2008-04-02,155084.2332279272
2008-04-03,156490.61971604836
2008-04-04,162284.79468528245
2008-04-07,167302.36582906684
2008-04-08,165661.27965944356
2008-04-09,158573.5265069866
2008-04-10,162724.06392162436
2008-04-11,159034.41206338638
2008-04-14,156442.4259899659
2008-04-15,158255.79188198433
2008-04-16,168179.97716103535
2008-04-17,164355.6270023456
2008-04-18,169543.8577747074
2008-04-21,169313.05667705488
2008-04-22,166620.9026060613
2008-04-23,160606.7472302268
2008-04-24,157052.92286491126
2008-04-25,165273.0281774264
2008-04-28,163384.45377108915
2008-04-29,156851.29170633343
2008-04-30,157809.68286807486
2008-05-01,154664.21810773123
2008-05-02,158108.49819792877
2008-05-05,163836.60366890766
2008-05-06,165181.1301606957
2008-05-07,159578.28063141706
2008-05-08,162973.83729235452
2008-05-09,156556.87813401094
2008-05-12,157619.47333346438
2008-05-13,161274.28176656977
2008-05-14,156504.11435166042
2008-05-15,163647.9108076791
2008-05-16,169326.5124585958
2008-05-19,168739.79035806234
2008-05-20,169034.13240707436
2008-05-21,165000.14716295962
2008-05-22,166989.6075573331
2008-05-23,161592.02444914536
2008-05-27,158298.5685006395
2008-05-28,161346.79310178026
2008-05-29,155374.44632070884
2008-05-30,162326.79023490023
2008-06-02,159728.36535733283
2008-06-03,160783.99015254644
2008-06-04,163006.38426056944
2008-06-05,169947.43095078392
2008-06-06,169645.39047354576
2008-06-09,173275.9691090865
2008-06-10,168652.83702015592
2008-06-11,165914.78922107085
2008-06-12,164710.6259496998
2008-06-13,175325.6011337303
2008-06-16,171932.0612167527
2008-06-17,170748.57579944504
2008-06-18,166181.21078821196
2008-06-19,166820.79532022373
2008-06-20,160804.98120895858
2008-06-23,166169.97640826233
2008-06-24,163241.1723953386
2008-06-25,168925.49828388484
2008-06-26,159787.73948977332
2008-06-27,157344.3685662608
2008-06-30,158514.69875758447
2008-07-01,160799.6535166096
2008-07-02,149350.080972435
2008-07-03,142992.18503436385
2008-07-07,144715.23436127423
2008-07-08,153293.7615224596
2008-07-09,146347.2328359963
2008-07-10,145018.02815535807
2008-07-11,146082.94341234988
2008-07-14,143861.21061730114
2008-07-15,146348.26804179852
2008-07-16,160101.73811285142
2008-07-17,165862.4844527848
2008-07-18,117473.35649236654
2008-07-21,116272.52946301759
2008-07-22,118686.72792431226
2008-07-23,120578.53705465765
2008-07-24,122517.85267867558
2008-07-25,120910.7275907148
2008-07-28,119448.3260111607
2008-07-29,121832.72612571243
2008-07-30,121377.87760453914
2008-07-31,121480.51453939755
2008-08-01,123270.02267598824
2008-08-04,124189.97534175187
2008-08-05,126792.47909536253
2008-08-06,128451.34731375154
2008-08-07,126555.75112409782
2008-08-08,126555.75112409782
2008-08-11,127409.99476506544
2008-08-12,127457.01576052193
2008-08-13,128652.26855471185
2008-08-14,128885.56975970561
2008-08-15,127931.55295592739
2008-08-18,127578.22675275833
2008-08-19,125705.99601477906
2008-08-20,124566.7739916008
2008-08-21,122322.17063797606
2008-08-22,128226.41474188883
2008-08-25,125739.72728977175
2008-08-26,125220.4268178155
2008-08-27,128283.62223405817
2008-08-28,129808.82742113454
2008-08-29,130142.66328989327
2008-09-02,129827.21938635393
2008-09-03,129100.85439093717
2008-09-04,127806.13710357153
2008-09-05,128976.07473063421
2008-09-08,131797.89514300798
2008-09-09,128818.58985266057
2008-09-10,129811.60220102049
2008-09-11,129077.02485123987
2008-09-12,128854.45675413353
2008-09-15,125452.70191385396
2008-09-16,127552.77187270277
2008-09-17,124107.32078141972
2008-09-18,138097.09590851588
2008-09-19,144547.62069663365
2008-09-22,143546.5322267995
2008-09-23,136711.16082488126
2008-09-24,138039.12268325698
2008-09-25,141591.62900104577
2008-09-26,139140.02787067601
2008-09-29,130214.67103353723
2008-09-30,137600.44158230658
2008-10-01,136609.42136363435
2008-10-02,132104.1716110521
2008-10-03,127306.95470738
2008-10-06,127681.16833573284
2008-10-07,119622.38757432642
2008-10-08,122374.58113868324
2008-10-09,118306.90101276361
2008-10-10,118382.97103584782
2008-10-13,124186.22906852342
2008-10-14,121911.09584605602
2008-10-15,117835.11375477734
2008-10-16,121149.47686332492
2008-10-17,120515.02287551912
2008-10-20,123836.05459510534
2008-10-21,122810.23369855396
2008-10-22,120121.44092056977
2008-10-23,126554.5644488973
2008-10-24,128176.37162370206
2008-10-27,125786.74310242782
2008-10-28,131130.45545038284
2008-10-29,130073.40326261117
2008-10-30,131646.33974812634
2008-10-31,131046.91272733816
2008-11-03,132611.48825484447
2008-11-04,131701.73168785265
2008-11-05,130623.57076291005
2008-11-06,127888.23528277283
2008-11-07,130169.55975734722
2008-11-10,130082.97735153539
2008-11-11,129745.59573800689
2008-11-12,126883.25867169944
2008-11-13,131028.16279977545
2008-11-14,129719.80179246637
2008-11-17,127619.8715574776
2008-11-18,127892.26739262915
2008-11-19,124884.35534531435
2008-11-20,120900.02566057738
2008-11-21,126556.2378839301
2008-11-24,127751.95020716832
2008-11-25,126593.59268270848
2008-11-26,127665.9938665374
2008-11-28,127253.92086614527
2008-12-01,126328.16617790399
2008-12-02,126170.76757613126
2008-12-03,129656.78694269515
2008-12-04,128281.54920141735
2008-12-05,129581.08919340208
2008-12-08,130591.85930600433
2008-12-09,130315.08288126999
2008-12-10,130437.37712943711
2008-12-11,129350.54697689225
2008-12-12,130624.3067060366
2008-12-15,130013.1407598402
2008-12-16,132549.76143732062
2008-12-17,131075.6789022924
2008-12-18,130459.10826563688
2008-12-19,130158.09405173849
2008-12-22,129044.77744446545
2008-12-23,129435.69100388887
2008-12-24,129052.07166079713
2008-12-26,129420.53048012008
2008-12-29,128500.87265619522
2008-12-30,130002.91218378954
2008-12-31,130336.99909738085
2009-01-02,132953.0136102334
2009-01-05,134336.84729214248
2009-01-06,131568.85266908296
2009-01-07,131273.48138078046
2009-01-08,133520.09475374184
2009-01-09,130296.54476147964
2009-01-12,134192.07912577197
2009-01-13,133030.3514382969
2009-01-14,132093.89035226422
