fill_id,date,symbol,side,shares,mkt_px,fill_px,slippage_pct,commission,sec,taf,total_fees,cash_after,reason,notional
101,2010-12-31,BKNG,SELL,21.93273355973681,15.6496,15.6339504,0.001,1.0,0.009532488467339673,0.0036408337709163104,1.013173322238256,7394.192517966418,rebalance_trim,342.89526860934075
102,2010-12-31,FFIV,BUY,56.68731487817999,130.16,130.29016,0.001,1.0,0.0,0.0,1.0,7.3931925179667815,entry_new,7385.799325448451
103,2011-01-31,BKNG,SELL,53.04394569886348,16.7843,16.7675157,0.001,1.0,0.02472574234581882,0.008805294986011339,1.0335310373318303,895.7748537762759,rebalance_trim,889.415192295641
104,2011-01-31,FFIV,BUY,8.239408487088662,108.38,108.48837999999998,0.001,1.0,0.0,0.0,1.0,0.8947748537761981,rebalance_add,893.8800789224997
105,2011-02-28,FFIV,SELL,64.92672336526866,118.01,117.89199,0.001,1.0,0.21279066928356635,0.010777836078634596,1.223568505362201,7654.011828059434,exit_rank_or_left_ndx,7654.34062171102
106,2011-02-28,BKNG,SELL,419.5271698437557,17.7776,17.7598224,0.001,2.0976358492187783,0.2071302391895127,0.06964151019406345,2.3744075986023545,15102.365448860568,exit_rank_or_left_ndx,7450.728028399737
107,2011-02-28,ILMN,BUY,111.74155840338412,67.5097,67.57720969999998,0.001,1.0,0.0,0.0,1.0,7550.182724430284,entry_new,7551.182724430284
108,2011-02-28,MU,BUY,693.948811215121,10.8533,10.8641533,0.001,3.4697440560756054,0.0,0.0,3.4697440560756054,7.546712980373741,entry_new,7539.1662673938345
109,2011-03-31,ILMN,SELL,111.74155840338412,68.1615,68.0933385,0.001,1.0,0.2115261901524405,0.01854909869496176,1.2300752888474022,7615.17239857068,exit_rank_or_left_ndx,7608.855760879154
110,2011-03-31,WYNN,BUY,86.7299722415259,87.6163,87.70391629999999,0.001,1.0,0.0,0.0,1.0,7.61417239857019,entry_new,7606.55822617211
111,2011-05-31,WYNN,SELL,86.7299722415259,101.3034,101.20209659999999,0.001,1.0,0.24400768980348178,0.014397175392093299,1.258404865195575,8783.610796435598,exit_rank_or_left_ndx,8777.255028902222
112,2011-05-31,VRTX,BUY,145.12162455349502,53.99,54.043989999999994,0.001,1.0,0.0,0.0,1.0,939.6591702827591,entry_new,7842.951626152839
113,2011-05-31,MU,BUY,94.1831946618969,9.9464,9.9563464,0.001,1.0,0.0,0.0,1.0,0.9386591702826763,rebalance_add,937.7205111124764
114,2011-06-30,VRTX,SELL,145.12162455349502,51.99,51.93801,0.001,1.0,0.20953772916626365,0.024090189675880173,1.233627918842144,7537.03341852711,exit_rank_or_left_ndx,7537.32838727567
115,2011-06-30,MU,SELL,788.132005877018,7.294,7.286706,0.001,3.9406600293850897,0.15965223680524762,0.13082991297558497,4.231142179165922,13275.688492364046,exit_rank_or_left_ndx,5742.886216016102
116,2011-06-30,EA,BUY,289.5372196041041,22.9028,22.925702799999996,0.001,1.4476860980205206,0.0,0.0,1.4476860980205206,6636.396560084003,entry_new,6637.844246182023
117,2011-06-30,BIIB,BUY,61.935456645149834,106.92,107.02691999999999,0.001,1.0,0.0,0.0,1.0,6.635396560083791,entry_new,6628.761163523919
118,2011-08-31,EA,SELL,289.5372196041041,21.913,21.891087,0.001,1.4476860980205206,0.17620430810174506,0.048063178454281284,1.671953584576547,6343.247907067055,exit_rank_or_left_ndx,6338.284464091548
119,2011-08-31,EXPE,BUY,150.940758742483,40.2986,40.33889859999999,0.001,1.0,0.0,0.0,1.0,253.46394554697054,entry_new,6088.783961520085
120,2011-08-31,BIIB,BUY,2.6747295337510004,94.2,94.29419999999999,0.001,1.0,0.0,0.0,1.0,0.25246394554699236,rebalance_add,252.21148160142354
121,2011-09-30,BIIB,SELL,4.565720109432587,93.15,93.05685000000001,0.001,1.0,0.011811428571959564,0.0007579095381658094,1.0125693381101253,424.1114259728888,rebalance_trim,424.8715313654519
122,2011-09-30,EXPE,BUY,12.334013374802984,34.2359,34.2701359,0.001,1.0,0.0,0.0,1.0,0.42311142597293383,rebalance_add,422.6883145469159
123,2011-10-31,EXPE,SELL,163.274772117286,34.914,34.879086,0.001,1.0,0.15831751994899634,0.027103612171469477,1.1854211321204657,5694.112508603073,exit_rank_or_left_ndx,5694.874818309221
124,2011-10-31,BIIB,SELL,60.04446606946824,116.36,116.24364,0.001,1.0,0.1940380868780472,0.009967381367531728,1.204005468245579,12672.69580090631,exit_rank_or_left_ndx,6979.7872977714815
125,2011-10-31,DLTR,BUY,158.32961187019973,39.98,40.01997999999999,0.001,1.0,0.0,0.0,1.0,6335.3479004531555,entry_new,6336.347900453154
126,2011-10-31,AMZN,BUY,591.9849985137457,10.6755,10.6861755,0.001,2.9599249925687285,0.0,0.0,2.9599249925687285,6.332387975461643,entry_new,6326.055587485125
127,2011-11-30,AMZN,SELL,591.9849985137457,9.6145,9.6048855,0.001,2.9599249925687285,0.15806935797069313,0.09826950975328179,3.216263860292704,5689.064252557367,exit_rank_or_left_ndx,5685.948128442198
128,2011-11-30,DLTR,SELL,9.351770561957565,40.745,40.704254999999996,0.001,1.0,0.01058226053162051,0.0015523939132849557,1.0121346544449055,6068.708971558336,rebalance_trim,380.656853655414
129,2011-11-30,FAST,BUY,842.0236748366854,7.1879,7.195087899999999,0.001,4.210118374183427,0.0,0.0,4.210118374183427,6.064498853183977,entry_new,6058.434354330969
130,2012-01-31,DLTR,SELL,148.97784130824215,42.4,42.3576,0.001,1.0,0.17542755794574433,0.024730321657168194,1.2001578796029124,6315.208151971578,exit_rank_or_left_ndx,6310.343810997997
