fill_id,date,symbol,side,shares,mkt_px,fill_px,slippage_pct,commission,sec,taf,total_fees,cash_after,reason,notional
1,2006-01-31,ISRG,BUY,654.1191381561955,15.2522,15.2674522,0.001,3.2705956907809774,0.0,0.0,3.2705956907809774,9.996729404309008,entry_new,9986.73267490491
2,2006-02-28,ISRG,SELL,654.1191381561955,10.0222,10.0121778,0.001,3.2705956907809774,0.1820665677581521,0.10858377693392846,3.5612460354730584,6555.592596971429,exit_rank_or_left_ndx,6549.157113602593
3,2006-02-28,VRTX,BUY,151.28345300339018,43.24,43.28324,0.001,1.0,0.0,0.0,1.0,6.554592596970906,entry_new,6548.038004374458
4,2006-05-31,VRTX,SELL,151.28345300339018,34.5,34.4655,0.001,1.0,0.144950863815776,0.02511305319856277,1.1700639170143388,5219.444378168301,exit_rank_or_left_ndx,5214.059849488344
5,2006-05-31,TCOM,BUY,880.6912803670432,5.9097,5.915609699999999,0.001,4.403456401835216,0.0,0.0,4.403456401835216,5.215040921766558,entry_new,5209.8258808447
6,2006-07-31,TCOM,SELL,880.6912803670432,6.248,6.241752,0.001,4.403456401835216,0.15281817238505677,0.14619475254092917,4.702469326761202,5497.569132208558,exit_rank_or_left_ndx,5497.056560613552
7,2006-07-31,GRMN,BUY,216.95805421043315,25.2837,25.308983699999995,0.001,1.0847902710521657,0.0,0.0,1.0847902710521657,5.496484341937503,entry_new,5490.987857595568
8,2006-08-31,GRMN,SELL,216.95805421043315,24.8924,24.8675076,0.001,1.0847902710521657,0.1499867285224646,0.0360150369989319,1.270792036573562,5399.431754264522,exit_rank_or_left_ndx,5395.206061959158
9,2006-08-31,LBTYA,BUY,1051.3011259613668,5.1207,5.125820699999999,0.001,5.256505629806834,0.0,0.0,5.256505629806834,5.394175248634383,entry_new,5388.781073386081
10,2006-10-31,LBTYA,SELL,1051.3011259613668,5.6911,5.6854089,0.001,5.256505629806834,0.16616273443175755,0.1745159869095869,5.597184351148178,5976.873769018262,exit_rank_or_left_ndx,5977.076778120775
11,2006-10-31,AKAM,BUY,127.27131799590174,46.86,46.906859999999995,0.001,1.0,0.0,0.0,1.0,5.975873769019017,entry_new,5969.8978952492425
